# lag   <C(lag)>_blocks   <C_norm(lag)>_blocks
     377  -2.648037797266E+01  -6.861590293880E-02
     378  -2.604340519786E+01  -6.719100235135E-02
     379  -2.299038640789E+01  -5.851163085511E-02
     380  -1.871667005583E+01  -4.649678209333E-02
     381  -1.435611782613E+01  -3.436897786391E-02
     382  -1.083435116791E+01  -2.473426904712E-02
     383  -8.847340752003E+00  -1.949860183561E-02
     384  -8.502304066208E+00  -1.890699803046E-02
     385  -9.132966921638E+00  -2.108669276580E-02
     386  -9.599356960567E+00  -2.288637699277E-02
     387  -8.996042235765E+00  -2.178724662577E-02
     388  -7.468085253359E+00  -1.812255048863E-02
     389  -6.412466808911E+00  -1.564842348269E-02
     390  -7.470114732254E+00  -1.876997104621E-02
     391  -1.116542590852E+01  -2.879422468482E-02
     392  -1.648147384736E+01  -4.282839203285E-02
     393  -2.168874895340E+01  -5.616699107136E-02
     394  -2.540061331704E+01  -6.523458345249E-02
     395  -2.699290978623E+01  -6.865637559352E-02
     396  -2.643254333421E+01  -6.662491952125E-02
     397  -2.414696700402E+01  -6.038699289297E-02
     398  -2.108835274265E+01  -5.238124224397E-02
     399  -1.844704200405E+01  -4.558784135686E-02
     400  -1.695229847257E+01  -4.181128139626E-02
     401  -1.647722859321E+01  -4.069346621128E-02
     402  -1.640980805635E+01  -4.069700599635E-02
     403  -1.616214674545E+01  -4.037825531521E-02
     404  -1.541629125673E+01  -3.892636173230E-02
     405  -1.430869439286E+01  -3.661420201144E-02
     406  -1.346478391063E+01  -3.495784485997E-02
     407  -1.360344747157E+01  -3.577072754865E-02
     408  -1.491391859714E+01  -3.956073763483E-02
     409  -1.688892847247E+01  -4.505078623747E-02
     410  -1.869563837221E+01  -5.005585787401E-02
     411  -1.959630102617E+01  -5.253621422075E-02
     412  -1.901226506407E+01  -5.083172461730E-02
     413  -1.634786358835E+01  -4.329957552716E-02
     414  -1.110083551127E+01  -2.864806440147E-02
     415  -3.394505493714E+00  -7.318944278621E-03
