# lag   C(lag)   C_norm(lag)
     581  -2.173008283622E-05  -1.705628614472E-03
     582  -4.577903504288E-05  -3.593268958087E-03
     583  -3.971310081256E-05  -3.117144174085E-03
     584  -1.839278448887E-05  -1.443678782105E-03
     585   1.479740400369E-06   1.161471674030E-04
     586   5.923224328664E-06   4.649232578196E-04
     587  -1.270930989619E-05  -9.975738607400E-04
     588  -5.143303997446E-05  -4.037060759083E-03
     589  -9.320729662800E-05  -7.315988319257E-03
     590  -1.068239876455E-04  -8.384783961176E-03
     591  -5.597002974593E-05  -4.393176271210E-03
     592   8.388589446311E-05   6.584336701578E-03
     593   3.135540044200E-04   2.461135036400E-02
     594   6.086578565294E-04   4.777451905472E-02
     595   9.256050736671E-04   7.265220805857E-02
     596   1.214573677143E-03   9.533381136805E-02
     597   1.432272735046E-03   1.124213551800E-01
     598   1.550477892281E-03   1.216994651660E-01
     599   1.562687145420E-03   1.226577887800E-01
     600   1.484825304814E-03   1.165462896055E-01
     601   1.346688596621E-03   1.057037206205E-01
     602   1.179757819697E-03   9.260105958128E-02
     603   1.010653791009E-03   7.932781656942E-02
     604   8.596834481908E-04   6.747791527872E-02
     605   7.392555276075E-04   5.802533707751E-02
     606   6.519233388457E-04   5.117049527874E-02
     607   5.911524212651E-04   4.640048971850E-02
     608   5.481872576952E-04   4.302808598849E-02
     609   5.203566864361E-04   4.084362037672E-02
     610   5.105873802389E-04   4.007681206222E-02
     611   5.190237653923E-04   4.073899729312E-02
     612   5.393064292650E-04   4.233101570096E-02
     613   5.627145775114E-04   4.416835832692E-02
     614   5.826195035143E-04   4.573072749115E-02
     615   5.942593938559E-04   4.664436091747E-02
     616   5.912541557956E-04   4.640847502291E-02
     617   5.644651665238E-04   4.430576483081E-02
     618   5.046344405749E-04   3.960955640067E-02
     619   4.044332517675E-04   3.174460640844E-02
     620   2.605766244087E-04   2.045307190975E-02
     621   8.051039805890E-05   6.319388643236E-03
     622  -1.132986367791E-04  -8.892989425195E-03
     623  -2.905143957670E-04  -2.280293499436E-02
     624  -4.287741674464E-04  -3.365516342735E-02
     625  -5.230248139267E-04  -4.105304592881E-02
     626  -5.797673291838E-04  -4.550685581114E-02
     627  -6.052052224088E-04  -4.750351633486E-02
     628  -5.996678530859E-04  -4.706887944750E-02
     629  -5.598691933698E-04  -4.394501961958E-02
     630  -4.844582468207E-04  -3.802589500105E-02
     631  -3.779627812398E-04  -2.966689725699E-02
     632  -2.509043925495E-04  -1.969388311377E-02
     633  -1.175681046719E-04  -9.228106721406E-03
     634   6.303233599475E-06   4.947507872840E-04
     635   1.070844742188E-04   8.405229964831E-03
     636   1.785574414831E-04   1.401525635295E-02
     637   2.252342385794E-04   1.767899207634E-02
     638   2.610906451980E-04   2.049341821552E-02
     639   3.036929549541E-04   2.383734097506E-02
     640   3.645501596976E-04   2.861411935136E-02
     641   4.397973947647E-04   3.452039399641E-02
     642   5.123429589566E-04   4.021461021598E-02
     643   5.644324687784E-04   4.430319833300E-02
     644   5.886139917077E-04   4.620124436257E-02
     645   5.911514188054E-04   4.640041103385E-02
     646   5.882296005751E-04   4.617107289384E-02
     647   5.963603335882E-04   4.680926700420E-02
     648   6.223541655930E-04   4.884956404316E-02
     649   6.609792984631E-04   5.188131189049E-02
     650   7.024741934830E-04   5.513831191363E-02
     651   7.424751392685E-04   5.827804949549E-02
     652   7.864967833354E-04   6.173337805279E-02
     653   8.472128094137E-04   6.649907509209E-02
     654   9.370026383319E-04   7.354682095876E-02
     655   1.058871768389E-03   8.311252197391E-02
     656   1.199558194262E-03   9.415522233751E-02
     657   1.328753660189E-03   1.042959790574E-01
     658   1.408918874465E-03   1.105882736789E-01
     659   1.414348007194E-03   1.110144149046E-01
     660   1.345089354967E-03   1.055781936104E-01
     661   1.223939614532E-03   9.606895862594E-02
     662   1.079069221008E-03   8.469785201551E-02
     663   9.246622895307E-04   7.257820743867E-02
     664   7.568542609119E-04   5.940668952466E-02
     665   5.684594313693E-04   4.461928100402E-02
     666   3.649134943544E-04   2.864263806396E-02
     667   1.645209265759E-04   1.291350806908E-02
     668  -1.369313361633E-05  -1.074795742558E-03
     669  -1.583663268476E-04  -1.243042378973E-02
     670  -2.639045386412E-04  -2.071428516808E-02
     671  -3.250216629235E-04  -2.551146504060E-02
     672  -3.352115191799E-04  -2.631128299524E-02
     673  -2.929653953193E-04  -2.299531783071E-02
     674  -2.111822732829E-04  -1.657603106695E-02
     675  -1.183726875826E-04  -9.291259708240E-03
     676  -4.697298004886E-05  -3.686983592387E-03
     677  -1.706995824342E-05  -1.339848055217E-03
     678  -2.727932519815E-05  -2.141197435469E-03
     679  -5.956358590475E-05  -4.675240185019E-03
     680  -9.632106824615E-05  -7.560393184664E-03
     681  -1.331425857709E-04  -1.045057240726E-02
     682  -1.751713143704E-04  -1.374947387346E-02
     683  -2.262919649466E-04  -1.776201469396E-02
     684  -2.832172036351E-04  -2.223016682779E-02
     685  -3.387755477958E-04  -2.659102924544E-02
     686  -3.888507733002E-04  -3.052151299648E-02
     687  -4.351053607854E-04  -3.415210881887E-02
     688  -4.805949232403E-04  -3.772265661511E-02
     689  -5.225244074922E-04  -4.101376823531E-02
     690  -5.515474717369E-04  -4.329183450999E-02
     691  -5.603116475600E-04  -4.397974854966E-02
     692  -5.523830557867E-04  -4.335742082533E-02
     693  -5.441859424571E-04  -4.271401641880E-02
     694  -5.574821413826E-04  -4.375765612887E-02
     695  -6.062348174563E-04  -4.758433088065E-02
     696  -6.882493053077E-04  -5.402177791364E-02
     697  -7.874456250723E-04  -6.180785414335E-02
     698  -8.812407144605E-04  -6.916997924721E-02
     699  -9.458636719861E-04  -7.424233752298E-02
     700  -9.602847053313E-04  -7.537426726799E-02
     701  -9.134546195588E-04  -7.169849967365E-02
     702  -8.070205812399E-04  -6.334432345265E-02
     703  -6.507750843091E-04  -5.108036696173E-02
     704  -4.611063992064E-04  -3.619297150085E-02
     705  -2.629921712993E-04  -2.064267201055E-02
     706  -8.817312697327E-05  -6.920848370739E-03
     707   3.351437483351E-05   2.630596355431E-03
     708   8.671088233432E-05   6.806074473357E-03
     709   7.865093860877E-05   6.173436726278E-03
     710   3.468193941096E-05   2.722240348119E-03
     711  -1.717982153644E-05  -1.348471399070E-03
     712  -5.994857343063E-05  -4.705458465608E-03
     713  -9.112279628265E-05  -7.152372586050E-03
     714  -1.178996269949E-04  -9.254128433553E-03
     715  -1.475769216565E-04  -1.158354628973E-02
     716  -1.795509772170E-04  -1.409324054610E-02
     717  -2.059079814423E-04  -1.616204354779E-02
     718  -2.194920764428E-04  -1.722828067672E-02
     719  -2.207263443753E-04  -1.732516032138E-02
     720  -2.181362852781E-04  -1.712186248111E-02
     721  -2.243334082117E-04  -1.760828447419E-02
     722  -2.502037458353E-04  -1.963888824361E-02
     723  -3.004657022479E-04  -2.358402879934E-02
     724  -3.718668926555E-04  -2.918842130831E-02
     725  -4.535780867908E-04  -3.560206233721E-02
     726  -5.286362573850E-04  -4.149349701237E-02
     727  -5.807582048360E-04  -4.558463121026E-02
     728  -6.056762237347E-04  -4.754048597483E-02
     729  -6.185897009660E-04  -4.855408525303E-02
     730  -6.505149280011E-04  -5.105994688112E-02
     731  -7.331506971721E-04  -5.754615926877E-02
     732  -8.810580681164E-04  -6.915564304642E-02
     733  -1.081068969648E-03  -8.485481545313E-02
     734  -1.294953117056E-03  -1.016429208990E-01
     735  -1.474992907457E-03  -1.157745291660E-01
     736  -1.583704830884E-03  -1.243075001965E-01
     737  -1.606302316151E-03  -1.260812126014E-01
     738  -1.550969765547E-03  -1.217380730776E-01
     739  -1.439970133188E-03  -1.130255361501E-01
     740  -1.300118333342E-03  -1.020483469051E-01
     741  -1.156085248957E-03  -9.074296201497E-02
     742  -1.023924781980E-03  -8.036947766722E-02
     743  -9.081054924023E-04  -7.127863821204E-02
     744  -8.061582674261E-04  -6.327663907581E-02
     745  -7.171687072015E-04  -5.629170756624E-02
     746  -6.476926814947E-04  -5.083842428341E-02
     747  -6.080219743129E-04  -4.772460765254E-02
     748  -6.005917981488E-04  -4.714140135868E-02
     749  -6.132808367578E-04  -4.813738409399E-02
     750  -6.226627504397E-04  -4.887378535647E-02
     751  -6.037560879159E-04  -4.738977147360E-02
     752  -5.403249475609E-04  -4.241096081496E-02
     753  -4.283946299040E-04  -3.362537292460E-02
     754  -2.741941826283E-04  -2.152193561973E-02
     755  -9.085258300677E-05  -7.131163118105E-03
     756   1.050215948354E-04   8.243311295169E-03
     757   2.951617684181E-04   2.316771463350E-02
     758   4.596890936376E-04   3.608172494225E-02
     759   5.788740820196E-04   4.543674342663E-02
     760   6.391405324824E-04   5.016715256390E-02
     761   6.398511922497E-04   5.022293337446E-02
     762   5.959050317105E-04   4.677352963879E-02
     763   5.340587827007E-04   4.191911961173E-02
     764   4.824069939890E-04   3.786488891785E-02
     765   4.576361775259E-04   3.592058830557E-02
     766   4.574753667382E-04   3.590796601217E-02
     767   4.608362576228E-04   3.617176766015E-02
     768   4.388677513784E-04   3.444742481479E-02
     769   3.748616801500E-04   2.942348692142E-02
     770   2.783907796837E-04   2.185133316852E-02
     771   1.827522979653E-04   1.434451728138E-02
     772   1.286663520783E-04   1.009922573597E-02
     773   1.453741021072E-04   1.141064349483E-02
     774   2.370851709398E-04   1.860919052494E-02
     775   3.785808830147E-04   2.971541304415E-02
     776   5.235043962290E-04   4.109068910321E-02
     777   6.227987099640E-04   4.888445703484E-02
     778   6.442866775532E-04   5.057108164015E-02
     779   5.831292049901E-04   4.577073476717E-02
     780   4.594423493327E-04   3.606235759101E-02
     781   3.083622736013E-04   2.420384319020E-02
     782   1.665226934720E-04   1.307062992283E-02
     783   5.852649641202E-05   4.593837388357E-03
     784  -8.457603146083E-06  -6.638506647458E-04
     785  -4.155401153717E-05  -3.261640172202E-03
     786  -5.697522090399E-05  -4.472075317068E-03
     787  -7.539629095067E-05  -5.917974277399E-03
     788  -1.143874650422E-04  -8.978453279881E-03
     789  -1.807134616759E-04  -1.418448579225E-02
     790  -2.696305666433E-04  -2.116373017394E-02
     791  -3.706746881084E-04  -2.909484328538E-02
     792  -4.726285668931E-04  -3.709736468956E-02
     793  -5.644881933916E-04  -4.430757224613E-02
     794  -6.352618467707E-04  -4.986270837994E-02
     795  -6.739076688365E-04  -5.289608015500E-02
     796  -6.721617515786E-04  -5.275904034452E-02
     797  -6.310628251913E-04  -4.953312052642E-02
     798  -5.649004129818E-04  -4.433992801457E-02
     799  -4.946172393047E-04  -3.882329040932E-02
     800  -4.326676634067E-04  -3.396077009118E-02
     801  -3.762817036561E-04  -2.953494681522E-02
     802  -3.173782222532E-04  -2.491151927792E-02
     803  -2.549236133540E-04  -2.000935811972E-02
     804  -1.954052821777E-04  -1.533767005001E-02
     805  -1.443480884168E-04  -1.133011005543E-02
     806  -1.010301708741E-04  -7.930018107459E-03
     807  -6.040239887255E-05  -4.741079943241E-03
     808  -1.836469032349E-05  -1.441473626573E-03
     809   2.408193191808E-05   1.890228973393E-03
     810   6.144571688376E-05   4.822971626182E-03
     811   8.919220268290E-05   7.000837237038E-03
     812   1.084205491765E-04   8.510100604127E-03
     813   1.234905860227E-04   9.692971661717E-03
     814   1.361986532940E-04   1.069044798686E-02
     815   1.468608545536E-04   1.152734104883E-02
     816   1.599123808106E-04   1.255177601368E-02
     817   1.827060670926E-04   1.434088854698E-02
     818   2.176429860616E-04   1.708314264440E-02
     819   2.570241260109E-04   2.017423068462E-02
     820   2.843756610539E-04   2.232109598517E-02
     821   2.811697421499E-04   2.206945833336E-02
     822   2.353965951565E-04   1.847665153760E-02
     823   1.461867630444E-04   1.147443053875E-02
     824   2.266443463465E-05   1.778967366809E-03
     825  -1.174667093124E-04  -9.220148039062E-03
     826  -2.481880481109E-04  -1.948067293707E-02
     827  -3.421116343904E-04  -2.685288396542E-02
     828  -3.811345175513E-04  -2.991585186297E-02
     829  -3.623361663239E-04  -2.844033950529E-02
     830  -2.985532115993E-04  -2.343391437963E-02
     831  -2.138160967885E-04  -1.678276404493E-02
     832  -1.359238934460E-04  -1.066888165127E-02
     833  -8.847054686609E-05  -6.944193329133E-03
     834  -8.172717247917E-05  -6.414895194417E-03
     835  -1.061208862269E-04  -8.329596417366E-03
     836  -1.350552199276E-04  -1.060069809114E-02
     837  -1.387603430048E-04  -1.089151906906E-02
     838  -1.023955704421E-04  -8.037190481855E-03
     839  -3.606931563685E-05  -2.831137705195E-03
     840   2.948548674957E-05   2.314362549409E-03
     841   5.971930658398E-05   4.687462947738E-03
     842   3.297062078353E-05   2.587916238936E-03
     843  -5.500404317715E-05  -4.317354455650E-03
     844  -1.961812197578E-04  -1.539857461947E-02
     845  -3.762244257848E-04  -2.953045098440E-02
     846  -5.773078421789E-04  -4.531380678117E-02
     847  -7.799353745670E-04  -6.121836268765E-02
     848  -9.646644057855E-04  -7.571803689251E-02
     849  -1.111847012263E-03  -8.727063275937E-02
     850  -1.201728570741E-03  -9.432557862446E-02
     851  -1.218930906236E-03  -9.567581717981E-02
     852  -1.158313397599E-03  -9.091785293049E-02
     853  -1.028193766454E-03  -8.070455701913E-02
     854  -8.499398447749E-04  -6.671312441623E-02
     855  -6.548814867359E-04  -5.140268499128E-02
     856  -4.757568408829E-04  -3.734290786909E-02
     857  -3.347930773493E-04  -2.627843883330E-02
     858  -2.355681733682E-04  -1.849011898316E-02
     859  -1.642268824690E-04  -1.289042808147E-02
     860  -1.019358453337E-04  -8.001105930061E-03
     861  -4.094449767234E-05  -3.213798463700E-03
     862   6.330569259352E-06   4.968964065176E-04
     863   1.209398001826E-05   9.492756441595E-04
     864  -5.044474655956E-05  -3.959488043845E-03
     865  -1.905981609286E-04  -1.496035149041E-02
     866  -3.964474743447E-04  -3.111779009192E-02
     867  -6.423263238525E-04  -5.041721037369E-02
     868  -8.956404707709E-04  -7.030023892406E-02
     869  -1.123336853272E-03  -8.817248857598E-02
     870  -1.299559668289E-03  -1.020044964004E-01
     871  -1.409686076219E-03  -1.106484925596E-01
     872  -1.448128051016E-03  -1.136658640397E-01
     873  -1.414646337058E-03  -1.110378312881E-01
     874  -1.313529753489E-03  -1.031010305113E-01
     875  -1.155342052040E-03  -9.068462731201E-02
     876  -9.604517707416E-04  -7.538738049661E-02
     877  -7.586837546227E-04  -5.955028938328E-02
     878  -5.800767207792E-04  -4.553114044742E-02
     879  -4.432512234469E-04  -3.479149047930E-02
     880  -3.497891127997E-04  -2.745550140414E-02
     881  -2.856400544085E-04  -2.242034022192E-02
     882  -2.309835093163E-04  -1.813026144126E-02
     883  -1.728962420806E-04  -1.357089984654E-02
     884  -1.114105380200E-04  -8.744789563518E-03
     885  -5.491391870896E-05  -4.310280443417E-03
     886  -1.083948274156E-05  -8.508081662380E-04
     887   1.835252253889E-05   1.440518557890E-03
     888   3.271998082265E-05   2.568243111484E-03
     889   3.313616379680E-05   2.600909972209E-03
     890   2.383312881687E-05   1.870700023964E-03
     891   1.518010665512E-05   1.191510611204E-03
     892   2.189883261037E-05   1.718874051484E-03
     893   5.603361088200E-05   4.398166855270E-03
     894   1.175551061053E-04   9.227086443328E-03
     895   1.890789692059E-04   1.484110772624E-02
     896   2.404478700243E-04   1.887313410139E-02
     897   2.425403875785E-04   1.903737911802E-02
     898   1.824606354992E-04   1.432162423253E-02
     899   7.016745909802E-05   5.507554984691E-03
     900  -6.925212529386E-05  -5.435708984842E-03
     901  -2.121236173305E-04  -1.664991865199E-02
     902  -3.471575925806E-04  -2.724894921476E-02
     903  -4.744549057414E-04  -3.724071691803E-02
     904  -5.968177922297E-04  -4.684517365742E-02
     905  -7.112989607803E-04  -5.583098187407E-02
     906  -8.076409951290E-04  -6.339302072132E-02
     907  -8.755360508714E-04  -6.872221116796E-02
     908  -9.136088646938E-04  -7.171060661856E-02
     909  -9.314725478091E-04  -7.311275539595E-02
     910  -9.446204365815E-04  -7.414475400723E-02
     911  -9.689604280053E-04  -7.605523847990E-02
     912  -1.016264740643E-03  -7.976822889187E-02
     913  -1.088264201835E-03  -8.541958062215E-02
     914  -1.173272648226E-03  -9.209202820233E-02
     915  -1.249845971180E-03  -9.810238958560E-02
     916  -1.296938798358E-03  -1.017987801690E-01
     917  -1.304858517469E-03  -1.024204114640E-01
     918  -1.278385057036E-03  -1.003424676301E-01
     919  -1.230073338869E-03  -9.655040436279E-02
     920  -1.172119444508E-03  -9.200151141619E-02
     921  -1.110740471778E-03  -8.718377864437E-02
     922  -1.043424713778E-03  -8.190005819490E-02
     923  -9.606017268053E-04  -7.539915078553E-02
     924  -8.528394271882E-04  -6.694071723176E-02
     925  -7.186023863618E-04  -5.640423931396E-02
     926  -5.652008685782E-04  -4.436351125015E-02
     927  -4.035054770381E-04  -3.167178390067E-02
     928  -2.416564522826E-04  -1.896799763680E-02
     929  -8.236757601434E-05  -6.465161482062E-03
     930   7.422590312735E-05   5.826108683672E-03
     931   2.255382359181E-04   1.770285330888E-02
     932   3.646964604542E-04   2.862560272943E-02
     933   4.828492711456E-04   3.789960395228E-02
     934   5.751878763819E-04   4.514740730850E-02
     935   6.434502464510E-04   5.050542883834E-02
     936   6.906973823924E-04   5.421393136089E-02
     937   7.134033822232E-04   5.599616124577E-02
     938   7.003937996939E-04   5.497501851054E-02
     939   6.413154647517E-04   5.033786644202E-02
     940   5.348607272698E-04   4.198206551096E-02
     941   3.892525257934E-04   3.055304718591E-02
     942   2.198064886095E-04   1.725295938560E-02
     943   4.706685535277E-05   3.694352013656E-03
     944  -1.071288272094E-04  -8.408711301306E-03
     945  -2.246372883650E-04  -1.763213650866E-02
     946  -2.955392208846E-04  -2.319734147535E-02
     947  -3.234131572852E-04  -2.538521088576E-02
     948  -3.267003869510E-04  -2.564323074801E-02
     949  -3.306415064292E-04  -2.595257545718E-02
     950  -3.554893083541E-04  -2.790291878027E-02
     951  -4.085967844565E-04  -3.207140868274E-02
     952  -4.843411300441E-04  -3.801670231978E-02
     953  -5.696860950386E-04  -4.471556377802E-02
     954  -6.502826483024E-04  -5.104171487972E-02
     955  -7.162552994426E-04  -5.622001274473E-02
     956  -7.653247397913E-04  -6.007155082610E-02
     957  -8.003609887020E-04  -6.282160148795E-02
     958  -8.240477032956E-04  -6.468080922766E-02
     959  -8.359338365496E-04  -6.561377065014E-02
     960  -8.340849861305E-04  -6.546865145283E-02
     961  -8.190103727333E-04  -6.428542117450E-02
     962  -7.969189809237E-04  -6.255143284653E-02
     963  -7.789033959625E-04  -6.113736105269E-02
     964  -7.753691414104E-04  -6.085995181591E-02
     965  -7.905592817395E-04  -6.205224998608E-02
     966  -8.200497277333E-04  -6.436700179442E-02
     967  -8.514411741451E-04  -6.683096613607E-02
     968  -8.674179878941E-04  -6.808501154877E-02
     969  -8.520639180196E-04  -6.687984628898E-02
     970  -8.019114500385E-04  -6.294329965363E-02
     971  -7.310486640986E-04  -5.738116736396E-02
     972  -6.604597142539E-04  -5.184052890308E-02
     973  -6.020350850401E-04  -4.725468723243E-02
     974  -5.546163420021E-04  -4.353271499710E-02
     975  -5.124060843620E-04  -4.021956502902E-02
     976  -4.734160573286E-04  -3.715917606095E-02
     977  -4.395794232453E-04  -3.450328506666E-02
     978  -4.113120913043E-04  -3.228453741730E-02
     979  -3.832185926075E-04  -3.007943421456E-02
     980  -3.444060744668E-04  -2.703297820059E-02
     981  -2.851448282086E-04  -2.238146913322E-02
     982  -2.046901312697E-04  -1.606645255911E-02
     983  -1.135844774373E-04  -8.915425511128E-03
     984  -3.023020766795E-05  -2.372816873663E-03
     985   2.666229546642E-05   2.092765794672E-03
     986   4.618698709194E-05   3.625289760467E-03
     987   2.904734552719E-05   2.279972151006E-03
     988  -1.481630612298E-05  -1.162955331307E-03
     989  -7.269362947726E-05  -5.705838098306E-03
     990  -1.335189806690E-04  -1.048011623888E-02
     991  -1.878492478245E-04  -1.474458494758E-02
     992  -2.286232768698E-04  -1.794500305878E-02
     993  -2.563450198687E-04  -2.012092656806E-02
     994  -2.804770648492E-04  -2.201508899508E-02
     995  -3.091041112162E-04  -2.426207119940E-02
     996  -3.379627485747E-04  -2.652723134740E-02
     997  -3.524965238833E-04  -2.766801038766E-02
     998  -3.387792695246E-04  -2.659132136983E-02
     999  -2.937760473778E-04  -2.305894719457E-02
    1000  -2.297641263501E-04  -1.803455014118E-02
