# lag   C(lag)   C_norm(lag)
     561   1.449314112750E+00   3.783493855940E-03
     562   1.308738908005E-01   3.416516525926E-04
     563  -1.663921905745E+00  -4.343736289991E-03
     564  -3.361751583000E+00  -8.775990206388E-03
     565  -4.150636675213E+00  -1.083540705272E-02
     566  -3.649200141440E+00  -9.526386442227E-03
     567  -2.129061787088E+00  -5.558003002591E-03
     568  -1.449066441504E-01  -3.782847300008E-04
     569   2.004920715500E+00   5.233927650333E-03
     570   4.455795107393E+00   1.163203563937E-02
     571   7.426563875337E+00   1.938734919221E-02
     572   1.075580184002E+01   2.807846126622E-02
     573   1.381838616641E+01   3.607346309518E-02
     574   1.579188243988E+01   4.122535595243E-02
     575   1.596757932222E+01   4.168401986041E-02
     576   1.402353229970E+01   3.660900547902E-02
     577   1.026494389576E+01   2.679705649694E-02
     578   5.589306778344E+00   1.459111428557E-02
     579   1.131018332055E+00   2.952569682886E-03
     580  -2.119881337905E+00  -5.534037063963E-03
     581  -3.568731781678E+00  -9.316320493048E-03
     582  -3.137333481245E+00  -8.190137559483E-03
     583  -1.292362359632E+00  -3.373764875605E-03
     584   1.084479989499E+00   2.831079433411E-03
     585   3.012477437088E+00   7.864195742049E-03
     586   3.655386398720E+00   9.542535920249E-03
     587   2.462450187634E+00   6.428327077967E-03
     588  -6.074198086770E-01  -1.585694290760E-03
     589  -4.806513957982E+00  -1.254760156444E-02
     590  -8.542308791836E+00  -2.230004699818E-02
     591  -9.892932353784E+00  -2.582590512884E-02
     592  -7.521542423581E+00  -1.963529458277E-02
