# lag   <C(lag)>_blocks   <C_norm(lag)>_blocks
     275  -1.623527143924E-05  -2.502636559044E-02
     276  -1.304472043104E-05  -2.093161722138E-02
     277  -1.041017514782E-05  -1.733549433827E-02
     278  -1.017080112662E-05  -1.703296373087E-02
     279  -1.267182314182E-05  -2.073910382702E-02
     280  -1.653757111194E-05  -2.655754135749E-02
     281  -1.957914019165E-05  -3.119568255980E-02
     282  -2.009191593848E-05  -3.193799436332E-02
     283  -1.759381315111E-05  -2.790449749411E-02
     284  -1.282584558561E-05  -2.017878862470E-02
     285  -7.266846664654E-06  -1.111027736836E-02
     286  -2.357754900862E-06  -3.080466660318E-03
     287   1.240166016312E-06   2.735208884351E-03
     288   3.691828294319E-06   6.523571440447E-03
     289   5.303704047481E-06   8.801038401851E-03
     290   6.019215552505E-06   9.578606637520E-03
     291   5.487368779254E-06   8.403957133830E-03
     292   3.604152201204E-06   5.172940976944E-03
     293   9.383270503525E-07   8.062265036433E-04
     294  -1.606612770358E-06  -3.226249046521E-03
     295  -3.514615945143E-06  -6.009457329784E-03
     296  -4.712508768946E-06  -7.347318050697E-03
     297  -5.030695242832E-06  -7.037616267486E-03
     298  -4.043111779151E-06  -4.645566628435E-03
     299  -1.575188708555E-06  -1.978535603910E-04
     300   1.675733204845E-06   4.994144849648E-03
     301   4.258056644969E-06   8.619300644904E-03
     302   4.696168513715E-06   8.524889207732E-03
     303   2.240299473329E-06   3.814716696000E-03
     304  -2.709673900905E-06  -4.612693905178E-03
     305  -8.563915667083E-06  -1.410057202563E-02
     306  -1.307475826144E-05  -2.110824154617E-02
     307  -1.439422706831E-05  -2.285527101029E-02
     308  -1.194600438449E-05  -1.861869806494E-02
     309  -6.618910797514E-06  -9.940666789715E-03
     310  -2.396635517106E-07   2.419457726047E-04
     311   5.246265533745E-06   8.868342563249E-03
     312   8.312802184396E-06   1.358666139149E-02
     313   8.016050524966E-06   1.300911775014E-02
     314   4.534266930527E-06   7.518382236828E-03
     315  -5.218903526345E-07  -3.209872206783E-04
     316  -4.798381420076E-06  -6.876572791282E-03
     317  -6.468849868043E-06  -9.387368761866E-03
     318  -5.314594019847E-06  -7.558506465552E-03
     319  -2.791432442691E-06  -3.622602981417E-03
     320  -1.063123029226E-06  -8.701591707779E-04
     321  -2.093465103132E-06  -2.308797022598E-03
     322  -7.113923905013E-06  -9.880687050331E-03
     323  -1.571927057553E-05  -2.303721830747E-02
     324  -2.549040719209E-05  -3.808468849786E-02
     325  -3.318374959200E-05  -4.998042996310E-02
     326  -3.646932057667E-05  -5.504621023377E-02
     327  -3.482279404597E-05  -5.239266788677E-02
     328  -2.948080613421E-05  -4.389390612990E-02
     329  -2.292641661247E-05  -3.342583832439E-02
     330  -1.794463326737E-05  -2.538914356743E-02
     331  -1.648241573151E-05  -2.288105971716E-02
     332  -1.881471509641E-05  -2.635162799159E-02
     333  -2.338248827827E-05  -3.335841988874E-02
     334  -2.741246814417E-05  -3.957511188404E-02
     335  -2.810345500794E-05  -4.068625363219E-02
     336  -2.382327558633E-05  -3.424623616853E-02
     337  -1.467930547059E-05  -2.048416651062E-02
     338  -2.388650582631E-06  -2.018104912671E-03
     339   1.035329962838E-05   1.712055156259E-02
     340   2.088221301075E-05   3.296370128620E-02
     341   2.720098615038E-05   4.250866730029E-02
     342   2.810437314311E-05   4.389240193129E-02
     343   2.328271458020E-05   3.659751744979E-02
     344   1.354472731716E-05   2.185149150288E-02
     345   8.585196988369E-07   2.698921122131E-03
     346  -1.211998917078E-05  -1.676367861148E-02
     347  -2.283247041126E-05  -3.262098405094E-02
     348  -2.958841085725E-05  -4.231852341642E-02
     349  -3.195288292046E-05  -4.527472778763E-02
     350  -3.071630047966E-05  -4.284528703462E-02
     351  -2.738919519914E-05  -3.750734070321E-02
     352  -2.348146396305E-05  -3.167518821369E-02
     353  -2.010963291649E-05  -2.703898659227E-02
     354  -1.769277679375E-05  -2.409629426336E-02
     355  -1.564898760842E-05  -2.175000509460E-02
     356  -1.298357268372E-05  -1.829944809016E-02
     357  -9.371179522905E-06  -1.313693669634E-02
     358  -5.464442502060E-06  -7.227672309822E-03
     359  -2.241419310673E-06  -2.132755643800E-03
     360  -3.347666839751E-07   1.027447526008E-03
     361   1.712233062522E-07   1.972703328141E-03
     362  -2.164710950981E-07   1.429866777129E-03
     363  -6.357714893657E-07   7.826911212331E-04
     364  -1.478715809000E-07   1.552936931098E-03
     365   1.705318940009E-06   4.475952210883E-03
     366   4.504989370640E-06   8.886532066869E-03
     367   7.366031794152E-06   1.338783049958E-02
     368   9.668226799076E-06   1.701852414284E-02
     369   1.127909938620E-05   1.960609860746E-02
     370   1.215719141416E-05   2.112641929891E-02
     371   1.152005402348E-05   2.038737368839E-02
     372   7.631542269623E-06   1.469504243248E-02
     373  -1.069699065536E-06   1.600458466034E-03
     374  -1.429783342489E-05  -1.851630891048E-02
     375  -2.917240868203E-05  -4.126162658928E-02
     376  -4.123414624477E-05  -5.974178847364E-02
     377  -4.707622750696E-05  -6.861590293880E-02
     378  -4.629938701842E-05  -6.719100235136E-02
     379  -4.087179805847E-05  -5.851163085511E-02
     380  -3.327408009926E-05  -4.649678209333E-02
     381  -2.552198724645E-05  -3.436897786392E-02
     382  -1.926106874296E-05  -2.473426904712E-02
     383  -1.572860578134E-05  -1.949860183561E-02
     384  -1.511520722882E-05  -1.890699803046E-02
     385  -1.623638563847E-05  -2.108669276580E-02
     386  -1.706552348545E-05  -2.288637699278E-02
     387  -1.599296397470E-05  -2.178724662577E-02
     388  -1.327659600597E-05  -1.812255048863E-02
     389  -1.139994099362E-05  -1.564842348270E-02
     390  -1.328020396845E-05  -1.876997104621E-02
     391  -1.984964605960E-05  -2.879422468482E-02
     392  -2.930039795086E-05  -4.282839203285E-02
     393  -3.855777591716E-05  -5.616699107136E-02
     394  -4.515664589696E-05  -6.523458345250E-02
     395  -4.798739517552E-05  -6.865637559352E-02
     396  -4.699118814971E-05  -6.662491952125E-02
     397  -4.292794134048E-05  -6.038699289298E-02
     398  -3.749040487583E-05  -5.238124224397E-02
     399  -3.279474134053E-05  -4.558784135686E-02
