# lag   C(lag)   C_norm(lag)
     423  -9.463251255806E-05  -9.642660152305E-02
     424  -9.402941385564E-05  -9.581206898359E-02
     425  -9.304105250523E-05  -9.480496980045E-02
     426  -9.287008907065E-05  -9.463076515835E-02
     427  -9.253423458495E-05  -9.428854338079E-02
     428  -9.166926258377E-05  -9.340717282186E-02
     429  -9.141759846108E-05  -9.315073752895E-02
     430  -9.067206291055E-05  -9.239106775470E-02
     431  -9.000278039220E-05  -9.170909665450E-02
     432  -8.877767943469E-05  -9.046076964023E-02
     433  -8.770522302754E-05  -8.936798108556E-02
     434  -8.683807297096E-05  -8.848439117859E-02
     435  -8.683341327489E-05  -8.847964314175E-02
     436  -8.572767441228E-05  -8.735294114672E-02
     437  -8.507590762233E-05  -8.668881784658E-02
     438  -8.513039607030E-05  -8.674433931292E-02
     439  -8.504116126308E-05  -8.665341274905E-02
     440  -8.474131576438E-05  -8.634788263428E-02
     441  -8.409410007509E-05  -8.568839671678E-02
     442  -8.333750082784E-05  -8.491745349488E-02
     443  -8.405524869705E-05  -8.564880877552E-02
     444  -8.602195451739E-05  -8.765280035646E-02
     445  -8.828315382076E-05  -8.995686857040E-02
     446  -9.057658754232E-05  -9.229378231823E-02
     447  -9.291082370879E-05  -9.467227206347E-02
     448  -9.470844103172E-05  -9.650396948546E-02
     449  -9.668068472153E-05  -9.851360392550E-02
     450  -9.840474188519E-05  -1.002703465991E-01
     451  -9.950991750067E-05  -1.013964746687E-01
     452  -1.009941362020E-04  -1.029088319064E-01
     453  -1.023037721588E-04  -1.042432965754E-01
     454  -1.030283778101E-04  -1.049816396512E-01
     455  -1.049606821356E-04  -1.069505775371E-01
     456  -1.063326457571E-04  -1.083485515089E-01
     457  -1.066297889828E-04  -1.086513281196E-01
     458  -1.068529645637E-04  -1.088787347712E-01
     459  -1.066315160136E-04  -1.086530878923E-01
     460  -1.058429992384E-04  -1.078496220346E-01
     461  -1.049587512546E-04  -1.069486100496E-01
     462  -1.045502020758E-04  -1.065323153978E-01
     463  -1.034660773596E-04  -1.054276373205E-01
     464  -1.029692450868E-04  -1.049213858611E-01
     465  -1.036437826741E-04  -1.056087116585E-01
     466  -1.034744652366E-04  -1.054361842191E-01
     467  -1.025170332412E-04  -1.044606007646E-01
     468  -1.022359760142E-04  -1.041742151187E-01
     469  -1.008837791517E-04  -1.027963826537E-01
     470  -9.967164975133E-05  -1.015612731176E-01
     471  -1.000201282108E-04  -1.019163582003E-01
     472  -1.002395508681E-04  -1.021399407786E-01
     473  -1.004022465463E-04  -1.023057209202E-01
     474  -1.006404912572E-04  -1.025484823895E-01
     475  -1.006649414424E-04  -1.025733961133E-01
     476  -9.978322331461E-05  -1.016749619465E-01
     477  -9.924978241094E-05  -1.011314078121E-01
     478  -9.936838262499E-05  -1.012522565064E-01
     479  -9.988370458379E-05  -1.017773481882E-01
     480  -1.006608903586E-04  -1.025692682270E-01
     481  -1.008042777390E-04  -1.027153740147E-01
     482  -1.007303069939E-04  -1.026400008965E-01
     483  -1.018854483137E-04  -1.038170419444E-01
     484  -1.037972585916E-04  -1.057650972467E-01
     485  -1.052834687612E-04  -1.072794837078E-01
     486  -1.063707246457E-04  -1.083873523155E-01
     487  -1.087989083632E-04  -1.108615707148E-01
     488  -1.111746228308E-04  -1.132823251269E-01
     489  -1.131612038183E-04  -1.153065686781E-01
     490  -1.142655829158E-04  -1.164318851289E-01
     491  -1.143853755712E-04  -1.165539488714E-01
     492  -1.141130325345E-04  -1.162764426237E-01
     493  -1.142287344845E-04  -1.163943381073E-01
     494  -1.140125153244E-04  -1.161740197596E-01
     495  -1.131938922251E-04  -1.153398768075E-01
     496  -1.117657205200E-04  -1.138846291322E-01
     497  -1.108960940411E-04  -1.129985158537E-01
     498  -1.099492945658E-04  -1.120337664958E-01
     499  -1.095359970688E-04  -1.116126335048E-01
     500  -1.088035852737E-04  -1.108663362925E-01
     501  -1.077789976107E-04  -1.098223240008E-01
     502  -1.073418753621E-04  -1.093769145771E-01
     503  -1.080586499530E-04  -1.101072781276E-01
     504  -1.082982788770E-04  -1.103514500526E-01
     505  -1.089542528888E-04  -1.110198603372E-01
     506  -1.094167222541E-04  -1.114910974205E-01
     507  -1.101297001066E-04  -1.122175922521E-01
     508  -1.107289689388E-04  -1.128282223128E-01
     509  -1.109563876207E-04  -1.130599525081E-01
     510  -1.104595769616E-04  -1.125537230722E-01
     511  -1.105889155184E-04  -1.126855136919E-01
     512  -1.108716017048E-04  -1.129735591798E-01
     513  -1.114705894026E-04  -1.135839027762E-01
     514  -1.115242661955E-04  -1.136385971997E-01
     515  -1.121787399265E-04  -1.143054787605E-01
     516  -1.123772297287E-04  -1.145077316283E-01
     517  -1.127198965352E-04  -1.148568948780E-01
     518  -1.126961489164E-04  -1.148326970403E-01
     519  -1.115993864863E-04  -1.137151416573E-01
     520  -1.104453175994E-04  -1.125391933741E-01
     521  -1.109793814384E-04  -1.130833822538E-01
     522  -1.114066001395E-04  -1.135187003737E-01
     523  -1.124412747814E-04  -1.145729908781E-01
     524  -1.125814577974E-04  -1.147158315516E-01
     525  -1.129026990051E-04  -1.150431630055E-01
     526  -1.127118404555E-04  -1.148486860672E-01
     527  -1.116076985374E-04  -1.137236112923E-01
     528  -1.105511555679E-04  -1.126470378700E-01
     529  -1.102140753819E-04  -1.123035671547E-01
     530  -1.102149762447E-04  -1.123044850965E-01
     531  -1.097963905124E-04  -1.118779636133E-01
     532  -1.094305421381E-04  -1.115051793085E-01
     533  -1.089790254299E-04  -1.110451025281E-01
     534  -1.086949814983E-04  -1.107556735542E-01
     535  -1.090175568196E-04  -1.110843644146E-01
     536  -1.092229669267E-04  -1.112936687859E-01
     537  -1.093152233513E-04  -1.113876742524E-01
     538  -1.098031793672E-04  -1.118848811746E-01
     539  -1.109425461273E-04  -1.130458486010E-01
     540  -1.119738514748E-04  -1.140967059343E-01
     541  -1.123878813319E-04  -1.145185851698E-01
     542  -1.119063022047E-04  -1.140278760324E-01
     543  -1.120302569496E-04  -1.141541807714E-01
     544  -1.110018087722E-04  -1.131062347758E-01
     545  -1.101728680685E-04  -1.122615786132E-01
     546  -1.092366485195E-04  -1.113076097609E-01
     547  -1.079208834045E-04  -1.099668997342E-01
     548  -1.080032571590E-04  -1.100508351701E-01
     549  -1.089052543517E-04  -1.109699328620E-01
     550  -1.099762329692E-04  -1.120612156104E-01
     551  -1.107309815628E-04  -1.128302730931E-01
     552  -1.096358887947E-04  -1.117144190264E-01
     553  -1.085577274189E-04  -1.106158173455E-01
     554  -1.090471731848E-04  -1.111145422611E-01
     555  -1.092468680815E-04  -1.113180230702E-01
     556  -1.092889419154E-04  -1.113608945603E-01
     557  -1.082322036751E-04  -1.102841221651E-01
     558  -1.094658885585E-04  -1.115411958434E-01
     559  -1.120595350048E-04  -1.141840138941E-01
     560  -1.151195735225E-04  -1.173020661028E-01
     561  -1.166784930738E-04  -1.188905404053E-01
     562  -1.181744766256E-04  -1.204148855371E-01
     563  -1.185894513315E-04  -1.208377275343E-01
     564  -1.180914014781E-04  -1.203302354108E-01
     565  -1.168662022774E-04  -1.190818082908E-01
     566  -1.151533564723E-04  -1.173364895261E-01
     567  -1.142689435754E-04  -1.164353095015E-01
     568  -1.134022227262E-04  -1.155521569391E-01
     569  -1.127628927194E-04  -1.149007062046E-01
     570  -1.113850766831E-04  -1.134967688653E-01
     571  -1.099684311666E-04  -1.120532658975E-01
     572  -1.083134530404E-04  -1.103669118952E-01
     573  -1.071844828041E-04  -1.092165380948E-01
     574  -1.063124403430E-04  -1.083279630308E-01
     575  -1.052720875563E-04  -1.072678867325E-01
     576  -1.045016766898E-04  -1.064828700440E-01
     577  -1.032712431165E-04  -1.052291093157E-01
     578  -1.019910698954E-04  -1.039246659511E-01
     579  -1.006789499406E-04  -1.025876701913E-01
     580  -1.008339656562E-04  -1.027456247698E-01
     581  -1.007190186011E-04  -1.026284984928E-01
     582  -1.000362215258E-04  -1.019327566202E-01
     583  -9.902674645342E-05  -1.009041434309E-01
     584  -9.812636577960E-05  -9.998669290462E-02
     585  -9.725602179870E-05  -9.909984852137E-02
